PlaceName,Etymology,Derivation,ReferenceTitle
Catesby,'Katr's/Kati's farm/settlement'.,"bȳ Old Norse - A farmstead, a village.; Personal name (Old Norse) Old Norse - Personal name","Watts; Cambridge Dictionary of English Place-names; A.D. Mills; Dictionary of English Place-Names; E. Ekwall; Dictionary of English Place-Names; Gover; Mawer and Stenton, The Place-Names of Northamptonshire (Cambridge, 1933)"
Chalcombe,'Ceawa's valley'.,"cumb Old English - A coomb, a valley.  Possibly derived from Welsh ""cumm""; but possibly derived from OE ""cumb"" a vessel, cup, a small measure.; Personal name (Uncertain) Unknown - Personal name","A.D. Mills; Dictionary of English Place-Names; Gover; Mawer and Stenton, The Place-Names of Northamptonshire (Cambridge, 1933); Watts; Cambridge Dictionary of English Place-names; E. Ekwall; Dictionary of English Place-Names"
Chandlings Farm,This is 'Chandelings' on the 1830 OS map.,Obscure element Unknown - Obscure element,Gelling; Place-names of Berkshire; A.D. Mills; Dictionary of English Place-Names; Watts; Cambridge Dictionary of English Place-names; E. Ekwall; Dictionary of English Place-Names
Chapel and Church Brampton,'Broom farm/settlement'.,brōm Old English - Broom; a thorny bush or shrub.; chapel Middle English - A chapel; occasionally used figuratively for a place for meetings or observance.; cirice Old English - A church.; tūn Old English - An enclosure; a farmstead; a village; an estate.,"E. Ekwall; Dictionary of English Place-Names; Watts; Cambridge Dictionary of English Place-names; Gover; Mawer and Stenton, The Place-Names of Northamptonshire (Cambridge, 1933); A.D. Mills; Dictionary of English Place-Names"
Charwelton,'River Cherwell farm/settlement'.,River-name Unknown - River-name; tūn Old English - An enclosure; a farmstead; a village; an estate.,"A.D. Mills; Dictionary of English Place-Names; Gover; Mawer and Stenton, The Place-Names of Northamptonshire (Cambridge, 1933); Watts; Cambridge Dictionary of English Place-names; E. Ekwall; Dictionary of English Place-Names"
Chelveston-cum-Caldecott,'Ceolwulf's farm/settlement'. 'Cold cottages'.,"cald Old English; cot Old English - A cottage, a hut, a shelter, a den.; Personal name (Old English) Old English - Personal name; tūn Old English - An enclosure; a farmstead; a village; an estate.","Watts; Cambridge Dictionary of English Place-names; Gover; Mawer and Stenton, The Place-Names of Northamptonshire (Cambridge, 1933); A.D. Mills; Dictionary of English Place-Names; E. Ekwall; Dictionary of English Place-Names"
Chipping Warden,"'Watch hill', referring to Warden Hill a mile northeast of the village. It had a 'market' from the late 14th century. The hundred is called after Chipping Warden.","cēping Old English; dūn Old English - A hill.; hundred Old English - One hundred; an administrative division of a county.; weard Old English - Watch, ward, protection.","Watts; Cambridge Dictionary of English Place-names; A.D. Mills; Dictionary of English Place-Names; Gover; Mawer and Stenton, The Place-Names of Northamptonshire (Cambridge, 1933); Anderson (unspecified work); E. Ekwall; Dictionary of English Place-Names"
Clapton,'Hill farm/settlement'.,"clopp Old English - A lump, a hillock, a hill.; tūn Old English - An enclosure; a farmstead; a village; an estate.","E. Ekwall; Dictionary of English Place-Names; Watts; Cambridge Dictionary of English Place-names; A.D. Mills; Dictionary of English Place-Names; Gover; Mawer and Stenton, The Place-Names of Northamptonshire (Cambridge, 1933)"
Claycoton,'Cottages'. 'Clay' was later added to distinguish from nearby Coton and because of the character of the soils.,"clǣg Old English - Clay, clayey soil.; cot Old English - A cottage, a hut, a shelter, a den.","Gover; Mawer and Stenton, The Place-Names of Northamptonshire (Cambridge, 1933); E. Ekwall; Dictionary of English Place-Names; A.D. Mills; Dictionary of English Place-Names; Watts; Cambridge Dictionary of English Place-names"
Cleyley Hundred,,"clǣg Old English - Clay, clayey soil.; clǣgig Old English - Clayey.; hundred Old English - One hundred; an administrative division of a county.; lēah Old English - A forest, wood, glade, clearing; (later) a pasture, meadow.","Anderson (unspecified work); Gover; Mawer and Stenton, The Place-Names of Northamptonshire (Cambridge, 1933)"
Clipston,'Klyppr's/*Klippr's farm/settlement'.,Personal name (Old Norse) Old Norse - Personal name; tūn Old English - An enclosure; a farmstead; a village; an estate.,"A.D. Mills; Dictionary of English Place-Names; E. Ekwall; Dictionary of English Place-Names; Gover; Mawer and Stenton, The Place-Names of Northamptonshire (Cambridge, 1933); Watts; Cambridge Dictionary of English Place-names"
Cogenhoe,'*Cugga's hill-spur'.,hōh Old English - A heel; a sharply projecting piece of ground.; Personal name (Old English) Old English - Personal name,"Gover; Mawer and Stenton, The Place-Names of Northamptonshire (Cambridge, 1933); A.D. Mills; Dictionary of English Place-Names; Watts; Cambridge Dictionary of English Place-names; E. Ekwall; Dictionary of English Place-Names"
Cold Ashby,'Ash-tree farm/settlement' or 'Aski's farm/settlement'. 'Cold' from its exposed situation.,"æsc Old English; askr Old Norse - An ash-tree.; bȳ Old Norse - A farmstead, a village.; cald Old English; Personal name (Old Norse) Old Norse - Personal name","Watts; Cambridge Dictionary of English Place-names; E. Ekwall; Dictionary of English Place-Names; A.D. Mills; Dictionary of English Place-Names; Gover; Mawer and Stenton, The Place-Names of Northamptonshire (Cambridge, 1933)"
Cold Higham,'High homestead/village' or 'high hemmed-in land'. 'Cold' for its exposed situation.,"cald Old English; hām Old English - A village, a village community, a manor, an estate, a homestead.; hamm Old English - Land hemmed in by water or marsh (perhaps also by high ground); a river-meadow; cultivated plot on the edge of woodland or moor.; hēah Old English - A high place, a height.","A.D. Mills; Dictionary of English Place-Names; Gover; Mawer and Stenton, The Place-Names of Northamptonshire (Cambridge, 1933); Watts; Cambridge Dictionary of English Place-names; E. Ekwall; Dictionary of English Place-Names"
Collingtree,"'Cola's tree'. Collingtree gave its name to the DB hundred of 'Coltrewestan', 'Collingtree's stone' before it was later absorbed into Wymersley hundred.","hundred Old English - One hundred; an administrative division of a county.; Personal name (Old English) Old English - Personal name; trēow Old English - A tree; a large piece of wood, a post, a beam.","Anderson (unspecified work); E. Ekwall; Dictionary of English Place-Names; A.D. Mills; Dictionary of English Place-Names; Gover; Mawer and Stenton, The Place-Names of Northamptonshire (Cambridge, 1933); Watts; Cambridge Dictionary of English Place-names"
Collyweston,'West farm/settlement'. Colin is a pet-form of Nicholas who held the manor in the 13th century.,"Personal name (Uncertain) Unknown - Personal name; tūn Old English - An enclosure; a farmstead; a village; an estate.; west Old English - Western, west.","E. Ekwall; Dictionary of English Place-Names; Watts; Cambridge Dictionary of English Place-names; A.D. Mills; Dictionary of English Place-Names; Gover; Mawer and Stenton, The Place-Names of Northamptonshire (Cambridge, 1933)"
Corby,"Uncertain. Perhaps, 'Kori's farm/settlement' but this is a very rare personal name, so perhaps, 'pass farm/settlement'. It has been suggested that the meeting place was near a field in Wilbarston parish now called 'Spellar Close' but appearing as 'Spellow","bȳ Old Norse - A farmstead, a village.; corf Old English - A cutting, a pass, a valley.; hundred Old English - One hundred; an administrative division of a county.; Personal name (Old Norse) Old Norse - Personal name","Anderson (unspecified work); Gover; Mawer and Stenton, The Place-Names of Northamptonshire (Cambridge, 1933); Watts; Cambridge Dictionary of English Place-names; A.D. Mills; Dictionary of English Place-Names; E. Ekwall; Dictionary of English Place-Names"
Cosgrove,"'*Cof's grove' or perhaps, less likely, '*Cof's pit/trench'.","græf Old English - A digging, a grave, a pit, a trench.; grāf Old English - A grove, a copse.; Personal name (Old English) Old English - Personal name","Watts; Cambridge Dictionary of English Place-names; E. Ekwall; Dictionary of English Place-Names; A.D. Mills; Dictionary of English Place-Names; Gover; Mawer and Stenton, The Place-Names of Northamptonshire (Cambridge, 1933)"
