PlaceName,Etymology,Derivation,ReferenceTitle
Bishampton,'*Bisa's homestead/village' or '*Bisa's hemmed-in land'.,"hām Old English - A village, a village community, a manor, an estate, a homestead.; hamm Old English - Land hemmed in by water or marsh (perhaps also by high ground); a river-meadow; cultivated plot on the edge of woodland or moor.; Personal name (Old English) Old English - Personal name",A.D. Mills; Dictionary of English Place-Names; Gover et al.; Place-names of Worcestershire; Watts; Cambridge Dictionary of English Place-names; E. Ekwall; Dictionary of English Place-Names
Bockleton,'Farm/settlement connected with Boccel.,"-ingtūn Old English - A settlement called after, or connected with . . .; Personal name (Old English) Old English - Personal name",Gover et al.; Place-names of Worcestershire; Watts; Cambridge Dictionary of English Place-names; E. Ekwall; Dictionary of English Place-Names; A.D. Mills; Dictionary of English Place-Names
Bransford,"Uncertain. Possibly, 'hill-top ford'. Perhaps more likely is, 'ford at Bragen', a place-name derived either from OE braegen, in the topographic sense of 'hill-top', or an obscure pre-English word.","brægen Old English - A brain, the crown of the head; topographically a hill.; ford Old English - A ford.; Obscure element Unknown - Obscure element; Place-name Unknown - Place-name",Gover et al.; Place-names of Worcestershire; E. Ekwall; Dictionary of English Place-Names; Watts; Cambridge Dictionary of English Place-names; A.D. Mills; Dictionary of English Place-Names
Bredicot,'Cottages connected with Brada'.,"-ing- Old English - Connective particle, linking a first element to a final element.; cot Old English - A cottage, a hut, a shelter, a den.; Personal name (Old English) Old English - Personal name",A.D. Mills; Dictionary of English Place-Names; Watts; Cambridge Dictionary of English Place-names; E. Ekwall; Dictionary of English Place-Names; Gover et al.; Place-names of Worcestershire
Bredon,'Bre hill'. The Celtic 'breg' may have been adopted as a proper name to which 'dun' was added by way of explanation. It was originally distinguished from Breedon (Leics.) as 'Bredon of the Hwicce'.,breg C; dūn Old English - A hill.,Gover et al.; Place-names of Worcestershire; A.D. Mills; Dictionary of English Place-Names; Watts; Cambridge Dictionary of English Place-names; E. Ekwall; Dictionary of English Place-Names
Bredons Norton,'Bredon's north farm/settlement'.,"norð Old English - Northern, north.; Place-name Unknown - Place-name; tūn Old English - An enclosure; a farmstead; a village; an estate.",A.D. Mills; Dictionary of English Place-Names; E. Ekwall; Dictionary of English Place-Names; Gover et al.; Place-names of Worcestershire; Watts; Cambridge Dictionary of English Place-names
Bretforton,'Farm/settlement at Bretford (= board ford)'.,"bred Old English - A plank, a board.; ford Old English - A ford.; tūn Old English - An enclosure; a farmstead; a village; an estate.",A.D. Mills; Dictionary of English Place-Names; Watts; Cambridge Dictionary of English Place-names; E. Ekwall; Dictionary of English Place-Names; Gover et al.; Place-names of Worcestershire
Bricklehampton,'Farm/settlement connected with Beorthelm/Brihthelm'.,"-ingtūn Old English - A settlement called after, or connected with . . .; Personal name (Old English) Old English - Personal name",A.D. Mills; Dictionary of English Place-Names; Gover et al.; Place-names of Worcestershire; E. Ekwall; Dictionary of English Place-Names; Watts; Cambridge Dictionary of English Place-names
Broadwas,'Broad tract of alluvium'.,"brād Old English - Broad, spacious, wide, large.; wæsse Old English",E. Ekwall; Dictionary of English Place-Names; Gover et al.; Place-names of Worcestershire; A.D. Mills; Dictionary of English Place-Names; Watts; Cambridge Dictionary of English Place-names
Broadway,'Broad road'.,"brād Old English - Broad, spacious, wide, large.; weg Old English - A road.",A.D. Mills; Dictionary of English Place-Names; Gover et al.; Place-names of Worcestershire; E. Ekwall; Dictionary of English Place-Names; Watts; Cambridge Dictionary of English Place-names
Bromsgrove,'Breme's grove' or 'Breme's coppice'.,"grǣfe Old English - A grove, a copse, a thicket.; grāfa Old English - A coppice.; Personal name (Old English) Old English - Personal name",Watts; Cambridge Dictionary of English Place-names; Gover et al.; Place-names of Worcestershire; A.D. Mills; Dictionary of English Place-Names; E. Ekwall; Dictionary of English Place-Names
Broom,'Broom'.,brōm Old English - Broom; a thorny bush or shrub.,A.D. Mills; Dictionary of English Place-Names; E. Ekwall; Dictionary of English Place-Names; Gover et al.; Place-names of Worcestershire; Watts; Cambridge Dictionary of English Place-names
Broughton Hackett,'Brook farm/settlement'. The Hackett family held land here from the end of the 12th century.,"brōc Old English - A brook, a stream.  (Used of a stream with a muddy bed and a visible sediment load.); tūn Old English - An enclosure; a farmstead; a village; an estate.",Gover et al.; Place-names of Worcestershire; A.D. Mills; Dictionary of English Place-Names; Watts; Cambridge Dictionary of English Place-names; E. Ekwall; Dictionary of English Place-Names
Buckland,"'Charter land', i.e. 'estate with certain rights and privileges created by an Anglo-Saxon royal diploma'.",bōc-land Old English - Land granted by charter.,E. Ekwall; Dictionary of English Place-Names; A.D. Mills; Dictionary of English Place-Names; Smith; Place-names of Gloucestershire; Watts; Cambridge Dictionary of English Place-names
Bushley,"Uncertain. 'Bushy wood/clearing' or perhaps, 'Byssa's wood/clearing'.","bysce Old English - A copse of bushes.; lēah Old English - A forest, wood, glade, clearing; (later) a pasture, meadow.; Personal name (Old English) Old English - Personal name",Gover et al.; Place-names of Worcestershire; Watts; Cambridge Dictionary of English Place-names; E. Ekwall; Dictionary of English Place-Names; A.D. Mills; Dictionary of English Place-Names
Cakemore,'Cacca's moor'.,mór Old Norse - A marsh; barren upland.; Personal name (Old English) Old English - Personal name,E. Ekwall; Dictionary of English Place-Names; Watts; Cambridge Dictionary of English Place-names; A.D. Mills; Dictionary of English Place-Names; Gover et al.; Place-names of Worcestershire
Castle Morton,'Moor farm/settlement'. The castle may have been built during the reign of Stephen by the Folliott family.,"castel Old English - A defensive building; a village.; mōr Old English - A marsh, barren upland.; tūn Old English - An enclosure; a farmstead; a village; an estate.",E. Ekwall; Dictionary of English Place-Names; A.D. Mills; Dictionary of English Place-Names; Gover et al.; Place-names of Worcestershire; Watts; Cambridge Dictionary of English Place-names
Chaddesley Corbett,Uncertain. 'Wood/clearing at the hill called *Cadeir (= the chair)' or possibly 'Ceadd's/Ceadder's wood/clearing'. The Corbet family held land here from the end of the 12th century.,"cadeir C; lēah Old English - A forest, wood, glade, clearing; (later) a pasture, meadow.; Personal name (Old English) Old English - Personal name",A.D. Mills; Dictionary of English Place-Names; E. Ekwall; Dictionary of English Place-Names; Gover et al.; Place-names of Worcestershire; Watts; Cambridge Dictionary of English Place-names
Charlton,'Free peasants' farm/settlement'.,"ceorl Old English - A freeman of the lower class, a peasant.; tūn Old English - An enclosure; a farmstead; a village; an estate.",Watts; Cambridge Dictionary of English Place-names; Gover et al.; Place-names of Worcestershire; E. Ekwall; Dictionary of English Place-Names; A.D. Mills; Dictionary of English Place-Names
Childswickham,"Uncertain. Possibly, 'Child's Wickham (= wood moor)'.","cild Old English - A child, a young person, a boy, a son.; gwaun C; wīg C",A.D. Mills; Dictionary of English Place-Names; E. Ekwall; Dictionary of English Place-Names; Smith; Place-names of Gloucestershire; Watts; Cambridge Dictionary of English Place-names
