PlaceName,Etymology,Derivation,ReferenceTitle
Christian Malford,'Crucifix ford'.,"cristel-mǣl Old English - A cross, a crucifix.; ford Old English - A ford.","E. Ekwall; Dictionary of English Place-Names; A.D. Mills; Dictionary of English Place-Names; Watts; Cambridge Dictionary of English Place-names; Gover, Mawer and Stenton, The Place-Names of Wiltshire"
Chute,'Wood'.,cē¸d C,"A.D. Mills; Dictionary of English Place-Names; Gover, Mawer and Stenton, The Place-Names of Wiltshire; Watts; Cambridge Dictionary of English Place-names; E. Ekwall; Dictionary of English Place-Names"
Clarendon Park,'Clover hill'.,clǣfren Old English - Growing with clover.; dūn Old English - A hill.,"Watts; Cambridge Dictionary of English Place-names; Gover, Mawer and Stenton, The Place-Names of Wiltshire; E. Ekwall; Dictionary of English Place-Names; A.D. Mills; Dictionary of English Place-Names"
Clatford Park,'Burdock ford'.,"clāte Old English - Burdock, goose-grass.; ford Old English - A ford.","Gover, Mawer and Stenton, The Place-Names of Wiltshire; E. Ekwall; Dictionary of English Place-Names; A.D. Mills; Dictionary of English Place-Names; Watts; Cambridge Dictionary of English Place-names"
Clyffe Pypard,'Cliff'. It was held by Richard Pipart in 1231.,"clif Old English - An escarpment, a hill-slope; a river-bank.; Family name Unknown - Family name.","A.D. Mills; Dictionary of English Place-Names; E. Ekwall; Dictionary of English Place-Names; Watts; Cambridge Dictionary of English Place-names; Gover, Mawer and Stenton, The Place-Names of Wiltshire"
Codford,'*Cod(d)a's ford'.,ford Old English - A ford.; Personal name (Old English) Old English - Personal name,"Watts; Cambridge Dictionary of English Place-names; A.D. Mills; Dictionary of English Place-Names; E. Ekwall; Dictionary of English Place-Names; Gover, Mawer and Stenton, The Place-Names of Wiltshire"
Colerne,"'Charcoal building', referring to a place where charcoal was made, stored or used.","ærn Old English - A building, a house.  In place-names often a building used for a specific purpose.; col Old English - Coal, especially charcoal.","Gover, Mawer and Stenton, The Place-Names of Wiltshire; Watts; Cambridge Dictionary of English Place-names; E. Ekwall; Dictionary of English Place-Names; A.D. Mills; Dictionary of English Place-Names"
Coleshill,"Probably, '*Coll's hill'. Alternatively, perhaps OE *coll, 'hill' with a later explanatory OE hyll, 'hill' added or an unrecorded stream name.","coll Old English - A hill.; hyll Old English - A hill, a natural eminence or elevated piece of ground.; Personal name (Old English) Old English - Personal name; River-name Unknown - River-name",E. Ekwall; Dictionary of English Place-Names; Watts; Cambridge Dictionary of English Place-names; Gelling; Place-names of Berkshire; A.D. Mills; Dictionary of English Place-Names
Collingbourne Ducis and Kingston,'Stream of *Col(a)'s people'. The King and the Earls (Dukes) of Lancaster held manors here.,"-ingas Old English - The people of . . . ; the people called after . . .; burna Old English - A stream.; comes Latin - A fellow-traveler, a companion or attendant.  Used of an earl.; cyning Old English - A king.; Personal name (Old English) Old English - Personal name; tūn Old English - An enclosure; a farmstead; a village; an estate.","Watts; Cambridge Dictionary of English Place-names; E. Ekwall; Dictionary of English Place-Names; Gover, Mawer and Stenton, The Place-Names of Wiltshire; A.D. Mills; Dictionary of English Place-Names"
Compton Bassett,'Valley farm/settlement'. It was held by Fulke Basset in 1242.,"cumb Old English - A coomb, a valley.  Possibly derived from Welsh ""cumm""; but possibly derived from OE ""cumb"" a vessel, cup, a small measure.; Family name Unknown - Family name.; tūn Old English - An enclosure; a farmstead; a village; an estate.","Watts; Cambridge Dictionary of English Place-names; A.D. Mills; Dictionary of English Place-Names; Gover, Mawer and Stenton, The Place-Names of Wiltshire; E. Ekwall; Dictionary of English Place-Names"
