PlaceName,Etymology,Derivation,ReferenceTitle
Mariansleigh,"'Wood/clearing' with the later incorporation of 'Marian/Marion', a diminutive of St. Mary.","lēah Old English - A forest, wood, glade, clearing; (later) a pasture, meadow.; Saint's Name Unknown - Saint's name.",A.D. Mills; Dictionary of English Place-Names; E. Ekwall; Dictionary of English Place-Names; Watts; Cambridge Dictionary of English Place-names; Gover et al.: Place-names of Devon
Marldon,'Gentian hill.',dūn Old English - A hill.; meargealla Old English - Gentian.,A.D. Mills; Dictionary of English Place-Names; Gover et al.: Place-names of Devon; E. Ekwall; Dictionary of English Place-Names; Watts; Cambridge Dictionary of English Place-names
Martinhoe,'Hill-spur of *Matta's people'.,-ingas Old English - The people of . . . ; the people called after . . .; hōh Old English - A heel; a sharply projecting piece of ground.; Personal name (Old English) Old English - Personal name,Gover et al.: Place-names of Devon; Watts; Cambridge Dictionary of English Place-names; A.D. Mills; Dictionary of English Place-Names; E. Ekwall; Dictionary of English Place-Names
Marwood,'Boundary wood'. It is on the boundary between the Braunton and Shirwell Hundreds.,"mǣre Old English - A boundary, a border; (in field names) the balk of a ploughland.; wudu Old English - A wood; or wood, timber.",Gover et al.: Place-names of Devon; A.D. Mills; Dictionary of English Place-Names; E. Ekwall; Dictionary of English Place-Names; Watts; Cambridge Dictionary of English Place-names
Marystow,'St. Mary's place'.,Saint's Name Unknown - Saint's name.; stōw Old English - A place; a place of assembly; a holy place.,Watts; Cambridge Dictionary of English Place-names; A.D. Mills; Dictionary of English Place-Names; E. Ekwall; Dictionary of English Place-Names; Gover et al.: Place-names of Devon
Marytavy,"Named after the River Tavy, with the later incorporation of 'St. Mary' from the dedication of the church.",River-name Unknown - River-name; Saint's Name Unknown - Saint's name.,Watts; Cambridge Dictionary of English Place-names; Gover et al.: Place-names of Devon; E. Ekwall; Dictionary of English Place-Names; A.D. Mills; Dictionary of English Place-Names
Meavy,Named after the River Meavy.,River-name Unknown - River-name,E. Ekwall; Dictionary of English Place-Names; Watts; Cambridge Dictionary of English Place-names; A.D. Mills; Dictionary of English Place-Names; Gover et al.: Place-names of Devon
Meeth,"'Confluence' or perhaps, 'hay pasture/cornfield'.","mǣð Old English - Mowing, the cutting of grass or corn.; mȳðe Old English - The mouth of a river where it runs into another; a confluence of rivers.",A.D. Mills; Dictionary of English Place-Names; Gover et al.: Place-names of Devon; Watts; Cambridge Dictionary of English Place-names; E. Ekwall; Dictionary of English Place-Names
Membury,"Uncertain. Perhaps, 'stone fortification' or possibly, 'communal fortification'.",burh Old English - A fortified place.; mǣne Old English - Common; communal (land).; main C,A.D. Mills; Dictionary of English Place-Names; Watts; Cambridge Dictionary of English Place-names; Gover et al.: Place-names of Devon; E. Ekwall; Dictionary of English Place-Names
Merton,'Pool farm/settlement'.,"mere Old English - A pond, a pool, a lake.; tūn Old English - An enclosure; a farmstead; a village; an estate.",E. Ekwall; Dictionary of English Place-Names; Gover et al.: Place-names of Devon; A.D. Mills; Dictionary of English Place-Names; Watts; Cambridge Dictionary of English Place-names
Meshaw,"'Bad clearing', i.e., probably infertile.",assart Middle English - A clearing in woodland.; mal Old French - Bad.,Watts; Cambridge Dictionary of English Place-names; E. Ekwall; Dictionary of English Place-Names; A.D. Mills; Dictionary of English Place-Names; Gover et al.: Place-names of Devon
Milton Abbot,'Middle farm/settlement'. It was held by Tavistock Abbey.,abbas Latin - An abbot.; middel Old English - Middle.; tūn Old English - An enclosure; a farmstead; a village; an estate.,E. Ekwall; Dictionary of English Place-Names; Watts; Cambridge Dictionary of English Place-names; Gover et al.: Place-names of Devon; A.D. Mills; Dictionary of English Place-Names
Milton Damarel,'Middle farm/settlement'. It was held by Robert de Albermarle in 1086.,Family name Unknown - Family name.; middel Old English - Middle.; tūn Old English - An enclosure; a farmstead; a village; an estate.,Gover et al.: Place-names of Devon; A.D. Mills; Dictionary of English Place-Names; E. Ekwall; Dictionary of English Place-Names; Watts; Cambridge Dictionary of English Place-names
Modbury,'Meeting fortification'.,"burh Old English - A fortified place.; mōt Old English - A meeting, an encounter: used of an assembly of people, or a river confluence.",E. Ekwall; Dictionary of English Place-Names; Watts; Cambridge Dictionary of English Place-names; Gover et al.: Place-names of Devon; A.D. Mills; Dictionary of English Place-Names
