PlaceName,Etymology,Derivation,ReferenceTitle
Ravensdale Park,'Raven valley'. It was one of the parks belonging to Duffield Frith.,dæl Old English; dalr Old Norse - A valley.; hræfn Old English - A raven.; hrafn Old Norse - A raven.; park Middle English - An enclosed tract of land for beasts of the chase.,Watts; Cambridge Dictionary of English Place-names; Cameron; Place-names of Derbyshire; A.D. Mills; Dictionary of English Place-Names; E. Ekwall; Dictionary of English Place-Names
Repton,"'Hrype hill'. Prior to the 12th century, the hundred is recorded as 'Walecross wapentake' (see entry). In the 13th century part of the hundred was called 'Gresley wapentake' before they were subsequently joined. The site(s) of the meeting-place(s) are unk","dūn Old English - A hill.; Hrype Old English - An Anglian tribe.; hundred Old English - One hundred; an administrative division of a county.; vápnatak Old Norse - A wapentake, a sub-division of a county.",A.D. Mills; Dictionary of English Place-Names; E. Ekwall; Dictionary of English Place-Names; Cameron; Place-names of Derbyshire; Anderson (unspecified work); Watts; Cambridge Dictionary of English Place-names
Ripley,"'Strip-shaped wood/clearing' or 'wood/clearing of the Hrype', an Anglian tribe.","Hrype Old English - An Anglian tribe.; lēah Old English - A forest, wood, glade, clearing; (later) a pasture, meadow.; ripel Old English - A strip of land.",Watts; Cambridge Dictionary of English Place-names; Cameron; Place-names of Derbyshire; A.D. Mills; Dictionary of English Place-Names; E. Ekwall; Dictionary of English Place-Names
Risley,'Brushwood wood/clearing'.,"hrīs Old English - Shrubs, brushwood.; lēah Old English - A forest, wood, glade, clearing; (later) a pasture, meadow.",Cameron; Place-names of Derbyshire; A.D. Mills; Dictionary of English Place-Names; Watts; Cambridge Dictionary of English Place-names; E. Ekwall; Dictionary of English Place-Names
Rodsley,"Perhaps, 'reed clearing'.","hrēod Old English - A reed, a rush; a reed-bed.; lēah Old English - A forest, wood, glade, clearing; (later) a pasture, meadow.",Cameron; Place-names of Derbyshire; A.D. Mills; Dictionary of English Place-Names; Watts; Cambridge Dictionary of English Place-names; E. Ekwall; Dictionary of English Place-Names
Rosliston,'Hrothlaf's farm/settlement'.,Personal name (Old English) Old English - Personal name; tūn Old English - An enclosure; a farmstead; a village; an estate.,Watts; Cambridge Dictionary of English Place-names; A.D. Mills; Dictionary of English Place-Names; E. Ekwall; Dictionary of English Place-Names; Cameron; Place-names of Derbyshire
Rowland,Either 'roe-deer wood' or 'boundary wood'.,"lundr Old Norse - A small wood.; rá Old Norse - A roe, a roe-buck.",Watts; Cambridge Dictionary of English Place-names; E. Ekwall; Dictionary of English Place-Names; A.D. Mills; Dictionary of English Place-Names; Cameron; Place-names of Derbyshire
Sandiacre,"'Sandy, cultivated ground'.",æcer Old English - A plot of cultivated land; a measure of land which a yoke of oxen could plough in a day. (Indistinguishable from akr.); sandig Old English - Sandy.,Watts; Cambridge Dictionary of English Place-names; E. Ekwall; Dictionary of English Place-Names; A.D. Mills; Dictionary of English Place-Names; Cameron; Place-names of Derbyshire
Sawley and Wilsthorpe,'Willow-tree wood clearing.',"hlāw Old English - A tumulus; a hill.; Personal name (Old English) Old English - Personal name; salh Old English; þorp Old Norse - A secondary settlement, a dependent outlying farmstead or hamlet.",Watts; Cambridge Dictionary of English Place-names; E. Ekwall; Dictionary of English Place-Names; A.D. Mills; Dictionary of English Place-Names; Cameron; Place-names of Derbyshire
Scarcliffe,'Gap in a steep slope'.,"clif Old English - An escarpment, a hill-slope; a river-bank.; sceard Old English - A cleft, a gap (as in a fence).",Cameron; Place-names of Derbyshire; Watts; Cambridge Dictionary of English Place-names; E. Ekwall; Dictionary of English Place-Names; A.D. Mills; Dictionary of English Place-Names
Shardlow and Great Wilne,'Clefted mound'.,"hlāw Old English - A tumulus; a hill.; sceard Old English - A cleft, a gap (as in a fence).; wilign Old English - A willow-tree; a willow copse.",E. Ekwall; Dictionary of English Place-Names; A.D. Mills; Dictionary of English Place-Names; Watts; Cambridge Dictionary of English Place-names; Cameron; Place-names of Derbyshire
Shatton,'Corner farm/settlement'.,"scēat Old English - A corner of land, an angle, a projecting piece of land.; tūn Old English - An enclosure; a farmstead; a village; an estate.",E. Ekwall; Dictionary of English Place-Names; Watts; Cambridge Dictionary of English Place-names; A.D. Mills; Dictionary of English Place-Names; Cameron; Place-names of Derbyshire
Sheldon,'Flat-topped heath hill'. The village shares the same flat-topped hill as Haddon.,"dūn Old English - A hill.; hǣð Old English - Heather; a tract of uncultivated land.; scelf Old English - A shelf, a shelving terrain; a pinnacle, battlement.",A.D. Mills; Dictionary of English Place-Names; Cameron; Place-names of Derbyshire; E. Ekwall; Dictionary of English Place-Names; Watts; Cambridge Dictionary of English Place-names
Shipley,'Sheep wood/clearing'.,"lēah Old English - A forest, wood, glade, clearing; (later) a pasture, meadow.; scēp Old English",Watts; Cambridge Dictionary of English Place-names; E. Ekwall; Dictionary of English Place-Names; A.D. Mills; Dictionary of English Place-Names; Cameron; Place-names of Derbyshire
Shirebrook,"Uncertain. Either, 'county brook', in the sense of a boundary, or 'bright brook'.","brōc Old English - A brook, a stream.  (Used of a stream with a muddy bed and a visible sediment load.); scīr Old English - A shire, a jurisdiction, an administrative district, a county.",Watts; Cambridge Dictionary of English Place-names; E. Ekwall; Dictionary of English Place-Names; Cameron; Place-names of Derbyshire; A.D. Mills; Dictionary of English Place-Names
Shirland and Higham,'Bright grove'.,"hām Old English - A village, a village community, a manor, an estate, a homestead.; hēah Old English - A high place, a height.; lundr Old Norse - A small wood.; scīr Old English - A shire, a jurisdiction, an administrative district, a county.",Watts; Cambridge Dictionary of English Place-names; E. Ekwall; Dictionary of English Place-Names; A.D. Mills; Dictionary of English Place-Names; Cameron; Place-names of Derbyshire
Shirley,'Bright wood/clearing'.,"lēah Old English - A forest, wood, glade, clearing; (later) a pasture, meadow.; scīr Old English - A shire, a jurisdiction, an administrative district, a county.",Watts; Cambridge Dictionary of English Place-names; A.D. Mills; Dictionary of English Place-Names; E. Ekwall; Dictionary of English Place-Names; Cameron; Place-names of Derbyshire
Shottle and Postern,"Probably, 'steep-slope hill'. 'Post-house'.","ærn Old English - A building, a house.  In place-names often a building used for a specific purpose.; hyll Old English - A hill, a natural eminence or elevated piece of ground.; post Old English - A post, a pillar.; scēot Old English - A steep slope.",Cameron; Place-names of Derbyshire; A.D. Mills; Dictionary of English Place-Names; E. Ekwall; Dictionary of English Place-Names; Watts; Cambridge Dictionary of English Place-names
Sinfin and Arleston,"Uncertain. Perhaps, 'wide fen'.","eorl Old English - A hero, a nobleman; (later) a high-ranking officer of state.; fenn Old English - A fen, a marsh, marshland.; sīd Old English - Large, spacious, extensive, long.; tūn Old English - An enclosure; a farmstead; a village; an estate.",A.D. Mills; Dictionary of English Place-Names; E. Ekwall; Dictionary of English Place-Names; Watts; Cambridge Dictionary of English Place-names; Cameron; Place-names of Derbyshire
Sinfin Moor,"Uncertain. Perhaps, 'wide fen near the moor'.","fenn Old English - A fen, a marsh, marshland.; mōr Old English - A marsh, barren upland.; sīd Old English - Large, spacious, extensive, long.",Cameron; Place-names of Derbyshire; Watts; Cambridge Dictionary of English Place-names; A.D. Mills; Dictionary of English Place-Names; E. Ekwall; Dictionary of English Place-Names
Smalley,'Narrow wood/clearing'.,"lēah Old English - A forest, wood, glade, clearing; (later) a pasture, meadow.; smæl Old English - Narrow, thin.",Cameron; Place-names of Derbyshire; A.D. Mills; Dictionary of English Place-Names; Watts; Cambridge Dictionary of English Place-names; E. Ekwall; Dictionary of English Place-Names
Smisby,'Smith farm/settlement'.,"bȳ Old Norse - A farmstead, a village.; smiðr Old Norse - A smith, a worker in metal.",Watts; Cambridge Dictionary of English Place-names; Cameron; Place-names of Derbyshire; A.D. Mills; Dictionary of English Place-Names; E. Ekwall; Dictionary of English Place-Names
Snelston,'Snell's farm/settlement'.,Personal name (Old English) Old English - Personal name; tūn Old English - An enclosure; a farmstead; a village; an estate.,E. Ekwall; Dictionary of English Place-Names; A.D. Mills; Dictionary of English Place-Names; Watts; Cambridge Dictionary of English Place-names; Cameron; Place-names of Derbyshire
Somersal Herbert,"Uncertain. Possibly, 'Sumor's nook of land' or 'summer nook of land'. The Fitzherbert family owned the manor from the 13th century.","halh Old English - A nook of land; a small valley; dry ground in marsh; a piece of land projecting from, or detached from, the main area of its administrative unit.; Personal name (Old English) Old English - Personal name; sumor Old English - Summer.",Watts; Cambridge Dictionary of English Place-names; A.D. Mills; Dictionary of English Place-Names; E. Ekwall; Dictionary of English Place-Names; Cameron; Place-names of Derbyshire
South Normanton,'Norwegians' farm/settlement' 'South' is a later addition to distinguish from Temple Normanton and Normanton.,"Norðman Old English - A Northman, a Norwegian.; tūn Old English - An enclosure; a farmstead; a village; an estate.",Cameron; Place-names of Derbyshire; A.D. Mills; Dictionary of English Place-Names; Watts; Cambridge Dictionary of English Place-names; E. Ekwall; Dictionary of English Place-Names
South Wingfield,Uncertain. 'Open pasture' or 'disputed open land'. 'South' to distinguish from North Wingdale.,"feld Old English - Open country, unencumbered ground (eg. land without trees as opposed to forest, level ground as opposed to hills, land without buildings); arable land (from late tenth century).; winn Old English - A pasture.",Watts; Cambridge Dictionary of English Place-names; E. Ekwall; Dictionary of English Place-Names; A.D. Mills; Dictionary of English Place-Names; Cameron; Place-names of Derbyshire
Spondon,'Wood-chip hill'.,"dūn Old English - A hill.; spōn Old English - A chip, a shaving of wood; perhaps also a wooden shingle tile.",A.D. Mills; Dictionary of English Place-Names; E. Ekwall; Dictionary of English Place-Names; Watts; Cambridge Dictionary of English Place-names; Cameron; Place-names of Derbyshire
Stanley,'Stony wood/clearing'.,"lēah Old English - A forest, wood, glade, clearing; (later) a pasture, meadow.; stān Old English - A stone, stone, rock.",Cameron; Place-names of Derbyshire; Watts; Cambridge Dictionary of English Place-names; A.D. Mills; Dictionary of English Place-Names; E. Ekwall; Dictionary of English Place-Names
Stanton and Newhall,'Stony farm/settlement'.,"hall Old English - A slope, a hill; a boulder.; nīwe Old English - New.; stān Old English - A stone, stone, rock.; tūn Old English - An enclosure; a farmstead; a village; an estate.",Cameron; Place-names of Derbyshire; Watts; Cambridge Dictionary of English Place-names; A.D. Mills; Dictionary of English Place-Names; E. Ekwall; Dictionary of English Place-Names
Stanton by Bridge,'Stony farm/settlement beside Cordy's Bridge' (also called Swarkeston Bridge).,"brycg Old English - A bridge; a causeway.; stān Old English - A stone, stone, rock.; tūn Old English - An enclosure; a farmstead; a village; an estate.",E. Ekwall; Dictionary of English Place-Names; Cameron; Place-names of Derbyshire; Watts; Cambridge Dictionary of English Place-names; A.D. Mills; Dictionary of English Place-Names
Stanton by Dale,'Stony farm/settlement'.,"stān Old English - A stone, stone, rock.; tūn Old English - An enclosure; a farmstead; a village; an estate.",Watts; Cambridge Dictionary of English Place-names; E. Ekwall; Dictionary of English Place-Names; A.D. Mills; Dictionary of English Place-Names; Cameron; Place-names of Derbyshire
Stanton-in-Peak,'Stony farm/settlement'.,"stān Old English - A stone, stone, rock.; tūn Old English - An enclosure; a farmstead; a village; an estate.",Cameron; Place-names of Derbyshire; A.D. Mills; Dictionary of English Place-Names; E. Ekwall; Dictionary of English Place-Names; Watts; Cambridge Dictionary of English Place-names
Staveley,'Stave-wood clearing.',"lēah Old English - A forest, wood, glade, clearing; (later) a pasture, meadow.; stæf Old English - A staff, a stave, a rod.",Watts; Cambridge Dictionary of English Place-names; E. Ekwall; Dictionary of English Place-Names; Cameron; Place-names of Derbyshire; A.D. Mills; Dictionary of English Place-Names
Stony Middleton,'Rocky middle farm/settlement'.,"middel Old English - Middle.; stānig Old English - Stony, rocky; made of stone.; tūn Old English - An enclosure; a farmstead; a village; an estate.",Watts; Cambridge Dictionary of English Place-names; A.D. Mills; Dictionary of English Place-Names; E. Ekwall; Dictionary of English Place-Names; Cameron; Place-names of Derbyshire
Stretton,'Roman road farm/settlement'. Stretton is located on Ryknield Street.,"strāt Old English - A Roman road. (May be a form of ""stret"").; tūn Old English - An enclosure; a farmstead; a village; an estate.",E. Ekwall; Dictionary of English Place-Names; A.D. Mills; Dictionary of English Place-Names; Watts; Cambridge Dictionary of English Place-names; Cameron; Place-names of Derbyshire
Sturston,'Styrr's farm/settlement'.,Personal name (Old Norse) Old Norse - Personal name; tūn Old English - An enclosure; a farmstead; a village; an estate.,Cameron; Place-names of Derbyshire; E. Ekwall; Dictionary of English Place-Names; Watts; Cambridge Dictionary of English Place-names; A.D. Mills; Dictionary of English Place-Names
Sudbury,'South fortification'.,"burh Old English - A fortified place.; sūð Old English - South, southern.",Watts; Cambridge Dictionary of English Place-names; A.D. Mills; Dictionary of English Place-Names; E. Ekwall; Dictionary of English Place-Names; Cameron; Place-names of Derbyshire
Sutton cum Duckmanton,'South farm/settlement'.,"Personal name (Old English) Old English - Personal name; sūð Old English - South, southern.; tūn Old English - An enclosure; a farmstead; a village; an estate.",Watts; Cambridge Dictionary of English Place-names; E. Ekwall; Dictionary of English Place-Names; A.D. Mills; Dictionary of English Place-Names; Cameron; Place-names of Derbyshire
Sutton on the Hill,'South farm/settlement'.,"sūð Old English - South, southern.; tūn Old English - An enclosure; a farmstead; a village; an estate.",Watts; Cambridge Dictionary of English Place-names; A.D. Mills; Dictionary of English Place-Names; E. Ekwall; Dictionary of English Place-Names; Cameron; Place-names of Derbyshire
Swadlincote,'Svartlingr's cottage'.,"cot Old English - A cottage, a hut, a shelter, a den.; Personal name (Old Norse) Old Norse - Personal name",Cameron; Place-names of Derbyshire; Watts; Cambridge Dictionary of English Place-names; A.D. Mills; Dictionary of English Place-Names; E. Ekwall; Dictionary of English Place-Names
Swarkestone,'Swerkir's farm/settlement'.,Personal name (Old Norse) Old Norse - Personal name; tūn Old English - An enclosure; a farmstead; a village; an estate.,Cameron; Place-names of Derbyshire; E. Ekwall; Dictionary of English Place-Names; Watts; Cambridge Dictionary of English Place-names; A.D. Mills; Dictionary of English Place-Names
Taddington,'Farm/settlement connected with Tada'.,"-ingtūn Old English - A settlement called after, or connected with . . .; Personal name (Old English) Old English - Personal name",Watts; Cambridge Dictionary of English Place-names; E. Ekwall; Dictionary of English Place-Names; A.D. Mills; Dictionary of English Place-Names; Cameron; Place-names of Derbyshire
Tansley,"Uncertain. Perhaps, '*Tan's wood/clearing' or, 'shoot/twig wood/clearing'.","lēah Old English - A forest, wood, glade, clearing; (later) a pasture, meadow.; Personal name (Old English) Old English - Personal name; tān Old English - A twig, a sprout, a shoot; possibly also a stake.",Watts; Cambridge Dictionary of English Place-names; Cameron; Place-names of Derbyshire; E. Ekwall; Dictionary of English Place-Names; A.D. Mills; Dictionary of English Place-Names
Tapton,'Tappa's farm/settlement'.,Personal name (Old English) Old English - Personal name; tūn Old English - An enclosure; a farmstead; a village; an estate.,E. Ekwall; Dictionary of English Place-Names; A.D. Mills; Dictionary of English Place-Names; Watts; Cambridge Dictionary of English Place-names; Cameron; Place-names of Derbyshire
